CountryID,CountryName,GDP (current US$)_2015,GDP (current US$)_2016,GDP (current US$)_2017,GDP (current US$)_2018,GDP (current US$)_2019,GDP (current US$)_2020,GDP (current US$)_2021,GDP (current US$)_2022,GDP (current US$)_2023,GDP (current US$)_2024,"Population, total_2015","Population, total_2016","Population, total_2017","Population, total_2018","Population, total_2019","Population, total_2020","Population, total_2021","Population, total_2022","Population, total_2023","Population, total_2024",GDP growth (annual %)_2015,GDP growth (annual %)_2016,GDP growth (annual %)_2017,GDP growth (annual %)_2018,GDP growth (annual %)_2019,GDP growth (annual %)_2020,GDP growth (annual %)_2021,GDP growth (annual %)_2022,GDP growth (annual %)_2023,GDP growth (annual %)_2024,"Inflation, consumer prices (annual %)_2015","Inflation, consumer prices (annual %)_2016","Inflation, consumer prices (annual %)_2017","Inflation, consumer prices (annual %)_2018","Inflation, consumer prices (annual %)_2019","Inflation, consumer prices (annual %)_2020","Inflation, consumer prices (annual %)_2021","Inflation, consumer prices (annual %)_2022","Inflation, consumer prices (annual %)_2023","Inflation, consumer prices (annual %)_2024","Unemployment, total (% of total labor force)_2015","Unemployment, total (% of total labor force)_2016","Unemployment, total (% of total labor force)_2017","Unemployment, total (% of total labor force)_2018","Unemployment, total (% of total labor force)_2019","Unemployment, total (% of total labor force)_2020","Unemployment, total (% of total labor force)_2021","Unemployment, total (% of total labor force)_2022","Unemployment, total (% of total labor force)_2023","Unemployment, total (% of total labor force)_2024","Foreign direct investment, net inflows (BoP, current US$)_2015","Foreign direct investment, net inflows (BoP, current US$)_2016","Foreign direct investment, net inflows (BoP, current US$)_2017","Foreign direct investment, net inflows (BoP, current US$)_2018","Foreign direct investment, net inflows (BoP, current US$)_2019","Foreign direct investment, net inflows (BoP, current US$)_2020","Foreign direct investment, net inflows (BoP, current US$)_2021","Foreign direct investment, net inflows (BoP, current US$)_2022","Foreign direct investment, net inflows (BoP, current US$)_2023","Foreign direct investment, net inflows (BoP, current US$)_2024","Total reserves (includes gold, current US$)_2015","Total reserves (includes gold, current US$)_2016","Total reserves (includes gold, current US$)_2017","Total reserves (includes gold, current US$)_2018","Total reserves (includes gold, current US$)_2019","Total reserves (includes gold, current US$)_2020","Total reserves (includes gold, current US$)_2021","Total reserves (includes gold, current US$)_2022","Total reserves (includes gold, current US$)_2023","Total reserves (includes gold, current US$)_2024"
MDA,Moldova,7797667196.73087,7980917075.7748,9514404016.20949,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14510490660.2516,16539436547.295,,2835978.0,2803186.0,2755189.0,2707203.0,2664224.0,2635130.0,2595809.0,2528654.0,2457783.0,,-0.338235622387202,4.64601436259409,4.17561205106279,4.07559546585034,3.5523140853476,-8.27597831976949,13.9299997889786,-5.01548231924089,0.78324270969388,,9.67624033101868,6.35930898037931,6.57022997455604,3.04505397337058,4.83778351428722,3.76597122245358,5.10641129002836,28.7372976766236,13.41701043813,4.67773516007048,1.742,1.557,1.586,1.196,1.466,1.186,0.785,0.897,1.555,1.434,225870000.0,87440000.0,149520000.0,309640000.0,521370000.0,155720000.0,386120000.0,586020000.0,357200000.0,,1756772270.0972,2205927462.61469,2803268841.80309,2995238116.31008,3059660617.37019,3783579237.84116,3901933744.98529,4474190590.35256,5453111013.53607,5477297216.65188
MDG,Madagascar,11323020701.3017,11848613858.442,13176313593.5509,13760033282.2925,14104664678.5063,13051441203.9474,14554754116.5427,15134700203.0497,15790113246.7478,,25426702.0,26099952.0,26788375.0,27494926.0,28219554.0,28953556.0,29691083.0,30437261.0,31195932.0,,3.13229807490305,3.99314606199499,3.93330759462793,3.19435651744398,4.41123212909589,-7.13767162064489,5.73961573854336,3.99999999869678,3.80000000009488,,7.40419174202129,6.03575858154679,8.60905075422949,8.59422958870476,5.61051441492365,4.20179312190557,5.81225118787715,8.16059031991844,9.87432675044888,,1.785,1.947,2.119,2.297,2.469,3.284,3.487,3.186,3.069,3.012,328059305.56932,540842779.829334,464856589.648809,612036371.422122,474311425.432437,358467141.414302,357536665.264704,467848664.235502,414540970.0,,832008813.363757,1183690792.01019,1600175022.31326,1739588290.28962,1693147648.47775,1980766598.34546,2334564597.58187,2159914363.96649,2631980575.49645,2784591092.62259
MDV,Maldives,4129505319.12921,4409942623.85538,4816426256.52914,5404344162.69888,5726094799.37709,3712604583.36665,5252457369.55218,6177118113.94637,6590894301.9579,,428154.0,443308.0,458287.0,473099.0,487731.0,502118.0,516154.0,524106.0,525994.0,,3.97171570327362,6.57223606622583,7.05453901381581,8.66800624215867,7.29833574515027,-32.9088287752921,37.507870124321,13.8260895184139,4.72639189000989,,0.953206658777607,0.502509413611612,2.81747338234509,-0.133373386117595,0.220029731065383,-1.36977425569811,0.543149688737013,2.33314337624567,2.92746542425035,1.39979779674928,6.604,5.771,5.401,4.95,4.562,5.434,5.024,4.419,4.241,4.636,297975993.392527,456639057.30469,457808313.566538,575658028.152192,961037565.723003,440711709.435094,642830713.618008,731709063.613552,766835023.508003,,563873734.60286,467323386.048191,587346816.807916,712157733.781107,753496279.806938,984930745.339245,805808189.424559,832094352.898169,590522550.56534,673203408.793829
MEA,Middle East & North Africa,3202944332228.42,3236195108878.52,3375978495033.31,3608662545371.1,3598454815841.46,3207935509914.13,3807870128264.03,4475708600082.35,4320566779119.19,,443111159.0,452184895.0,459925735.0,466691130.0,474057593.0,482334398.0,488100624.0,498070255.0,508311359.0,,2.56181426388753,4.35195749116919,1.97709847912158,2.26848467980449,1.26151164569379,-3.41768958806571,4.80255097495157,5.63441268961842,1.97724704424243,,1.6859921764201,2.37271603075831,1.7779598569332,1.94579304594437,1.04883403678997,0.705968661338261,2.30446565742003,4.99527553740761,4.22535211267609,,10.6419856021044,10.6970069360405,10.8782866566393,10.5036929963006,9.86675350055065,10.6169996140398,10.2348915008261,9.59898977494279,9.12057231205856,9.05183702863273,35825979330.2407,63553001555.1658,92871451654.1877,137481710734.362,85272277149.8967,84022762040.7022,172613296572.868,123436221070.156,125395885388.155,,,,,,,,,,,
MEX,Mexico,1213294467716.88,1112233497452.7,1190721475906.0,1256300182879.73,1304106203694.81,1121064767261.88,1316569466932.59,1464312692331.58,1789114434843.46,,121072306.0,122251351.0,123400057.0,124573711.0,125762982.0,126799054.0,127648148.0,128613117.0,129739759.0,,2.70232342550646,1.77249323845399,1.87172853327193,1.97208210249194,-0.392690521579212,-8.3540345574586,6.04848344290505,3.68911109348025,3.19998116598492,,2.72064064964023,2.8217078474766,6.04145724018986,4.89935015356551,3.63596142127046,3.39683415570006,5.68920847683753,7.8962761916855,5.52796087314389,4.72225588452932,4.311,3.853,3.419,3.275,3.477,4.44,4.019,3.256,2.765,2.711,36249951781.0,38899515576.0,33114781921.0,37857190609.0,29946364954.0,31527700047.0,35419710934.0,39123758094.0,30213854856.0,,177596632552.624,177973637254.61,175469669183.544,176390278595.584,183056094117.556,199069188921.046,207799490381.042,201118689946.087,214316827085.02,221944176977.812
MHL,Marshall Islands,183700000.0,201800000.0,213700000.0,220000000.0,232900000.0,241800000.0,258900000.0,253400000.0,259300000.0,,48800.0,47709.0,46529.0,45285.0,44007.0,42706.0,41367.0,40077.0,38827.0,,1.88574597892401,2.5040827436037,3.55815188528943,5.48717948717949,10.4521147301896,-2.77288732394366,1.22227252150293,-1.11806797853311,-3.93487109905021,,,,,,,,,,,,,,,,,,,,,,-5393638.49927042,-3055847.4488757,5835497.47968519,9752051.36249508,5164920.15605116,3045061.11336896,499428.443349172,2573910.0,2039470.0,,,,,,,,,,,
MIC,Middle income,24920281496336.6,25211666179811.9,27582983999112.0,29369986143573.0,30047537869971.5,29078432184056.6,34301140512398.2,35917683987563.7,36878123654872.8,,5457879432.5,5521012953.5,5584206934.5,5645348919.5,5703863074.0,5758609133.5,5807623372.0,5851866150.5,5896643239.0,,4.81094585805396,4.80656522940698,5.37740047638924,5.01478068590302,4.06987141077198,-1.1414585148986,7.41677443421602,3.81741392568371,4.64482706320206,,3.15783117980923,2.72461223295289,3.39697584895255,3.24056932930569,2.67599202639893,2.65664643301124,4.08852737513983,8.27328940087841,6.0752438457966,,5.95785948844532,6.03867353190608,6.08241674326591,6.03767380152027,5.89092200068711,6.74459124688732,6.24057366273373,5.49003888963743,5.07451236816572,5.0401121620372,585417918531.722,506218857877.588,502160945322.633,581332466403.637,517051502058.904,510483916900.748,711445868588.584,573890336361.115,376529409588.368,,,,,,,,,,,
MKD,North Macedonia,10064519962.5655,10672467073.2873,11307067069.6658,12683068114.2388,12606338448.547,12361036913.8409,14000283827.0154,13932436550.0883,15763621848.115,,1912430.0,1906313.0,1898657.0,1889051.0,1876262.0,1856124.0,1837114.0,1831712.0,1827816.0,,3.85586514041738,2.84820519363306,1.08177273813243,2.88059670964267,3.91041953840173,-4.68845000956652,4.51067949038222,2.75888415332967,2.07274977880975,,-0.299920475631552,-0.23929078768441,1.35161889677442,1.45831298507117,0.766439573459716,1.20007348888487,3.23074912132919,14.2047173195833,9.36187249769016,3.48974086026947,26.395,24.312,22.857,21.208,17.414,16.575,15.801,14.476,13.174,13.417,296604200.381223,549371101.55116,380738977.544776,648732424.984647,549500829.87779,7693779.7036069,696255528.136466,854152514.519015,641500343.167691,,2470701359.60007,2751929520.8021,2801853318.34827,3284003546.93106,3650514750.41521,4126254083.78,4129287737.28112,4120124979.25763,5014981540.03403,4673715191.05135
MLI,Mali,13104764378.326,14026048335.7047,15365713048.1993,17070867589.9055,17280250810.0321,17465392764.3706,19309463508.0377,18780322203.7584,20661794596.0873,,18593022.0,19191289.0,19813011.0,20442030.0,21068405.0,21713836.0,22388630.0,23072640.0,23769127.0,,6.17180002424978,5.85229919941415,5.30545608438166,4.74648432724561,4.75616080770808,-1.235450447077,3.05261356942125,3.47495171106735,4.65677599093294,,1.45069057605961,-1.79964707083386,1.75985742927156,0.299546507387934,-1.65826694846365,0.438088940320668,3.92560283104276,9.62147608489072,2.05880228274214,3.20639864099652,1.401,1.367,1.494,1.62,3.29,3.528,3.966,2.387,2.956,3.06,275525536.040377,356476591.902583,560747464.368765,467295391.07784,859091549.188966,536851812.897275,639944165.358959,715469994.852307,702559730.160354,,,,,,,,,,,
MLT,Malta,11340795041.8065,12025782834.3596,14161366723.6779,16153779511.1559,16337793530.7788,16385919535.6742,19718565605.433,19209979975.2323,22328640241.5553,,445053.0,455356.0,467999.0,484630.0,504062.0,515332.0,518536.0,531511.0,552747.0,,9.62109756228348,4.07771929481284,12.972119343498,7.18909653691901,4.08470602847339,-3.47468750932252,13.4603051960595,4.14788281601133,7.49851245937869,,1.10054826378929,0.642702771527304,1.36435448150708,1.15782362451517,1.6420600176894,0.638544956776712,1.49789217934724,6.15375621933037,5.09396758978883,,5.389,4.687,4.002,3.658,3.616,4.347,3.394,2.921,3.11,2.703,3640705146.70853,2776034107.56,42459309426.166,73050789630.2723,32381439863.0004,31484121888.7382,85551145633.207,24257553510.7974,25147936924.7083,,571697422.679452,677039187.752481,832991850.762179,1024613729.12179,937615561.122226,930464309.381045,1149326794.25072,1199148720.77094,1222820471.48281,1401984071.81291
MMR,Myanmar,59607290407.5944,63298361996.2153,66053040483.0016,67860515989.517,75065106227.6892,79006113643.1906,66345291160.1683,62253049891.6449,66757619000.0,,51089056.0,51495696.0,51894938.0,52272247.0,52640713.0,53016522.0,53387102.0,53756787.0,54133798.0,,6.99284029025125,5.86247291517364,6.13610824360305,6.26886221471075,6.57911006765414,-9.04834717984643,-12.0163724829117,4.03749343593624,0.958446625192025,,9.45417189526018,6.92882525816076,4.5725365531752,6.87232865662935,8.82506696804558,,,,,,0.766,1.058,1.356,0.767,0.407,1.476,4.34,3.057,3.032,3.032,4083839111.71186,3278096409.87385,4804272487.31986,1768195522.55912,1735589412.93376,1907154040.0,2066606470.0,1238500000.0,1520172000.0,,4598610942.14029,4886384703.75254,5213962530.80223,5646407387.45813,5824261144.05248,7670070785.09329,9103432838.71698,8181951380.6341,9337819633.15963,
MNA,Middle East & North Africa (excluding high income),1461561543238.17,1497802787590.82,1499230386761.12,1490670888640.86,1480176106051.1,1328872852321.83,1552753180082.25,1741921040109.65,1671174615296.29,,384230039.0,390998434.0,397804712.0,404775501.0,411833977.0,418461302.0,424980589.0,432229148.0,440118189.0,,0.493359680895537,5.40357896129444,3.12170510240901,1.81527519131619,0.905110665668957,-3.22041769145842,4.33306389069034,4.10601453287201,3.15107695991034,,2.9976391933388,3.18390573061568,4.81510028934517,4.36615064471282,2.47857885221637,1.7774078380617,5.21404940513043,6.65704202759067,6.09114152504141,,12.4017308339049,12.556017297494,12.7533116885525,12.2901292184688,11.5250546310595,12.1031227262636,11.7584549541875,11.1820203083755,10.8670875152924,10.8587476656264,9079539616.72387,13654011663.6504,16747748258.0288,15342618623.0511,13931545055.8381,10125557969.563,9935600494.57598,16958352589.0727,10677308438.6254,,,,,,,,,,,
MNE,Montenegro,4054730077.57718,4376930578.32395,4856599480.79882,5506942238.35668,5542054181.12616,4769996866.00758,5861427505.12493,6229801580.79157,7530593375.22034,,622159.0,622303.0,622373.0,622227.0,622028.0,621306.0,619211.0,617213.0,616177.0,,3.39038139712073,2.94928032097511,4.71646527572034,5.0778888113381,4.06294499167197,-15.3068937570407,13.0434642521552,6.40668032879275,6.33769754243548,,1.54869158222486,-0.271385023385176,2.3802359905313,2.611223782638,0.361563704540767,-0.255655699848551,2.41080198403165,13.0403036347004,8.58476910455403,3.33675009282281,17.555,17.732,16.082,15.19,15.128,17.878,16.543,14.851,14.621,14.1,699855695.331558,226702405.905001,560665419.031982,485653127.823429,417589860.078767,530903011.481089,693740795.71383,872558550.293815,525868956.944273,,681847411.617033,793654021.992476,1015962460.25023,1202486372.13988,1529177036.35033,2134820419.92713,1981678244.50269,2040827973.50695,1573580964.08645,1741494536.63686
MNG,Mongolia,11619892590.6941,11181350649.3573,11480847740.736,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471713.748,20325121393.9074,,3026864.0,3088856.0,3148917.0,3208189.0,3267673.0,3327204.0,3383741.0,3433748.0,3481145.0,,2.37983580731722,1.48978448679577,5.63687638694772,7.74488062024881,5.60224422064255,-4.55775197583431,1.63676957736662,5.0327096366527,7.4221127615025,,5.7356828193832,0.733272227314397,4.30143105302342,6.82424790145522,7.30106953550723,3.79604026111247,7.35281243380219,15.1479560897226,10.3475831314339,6.80284899332961,4.861,7.235,6.359,5.377,9.269,6.594,7.747,6.211,5.503,5.424,94319767.4741563,-4156404703.77687,1494350363.46922,1951528195.81853,2443343095.41815,1719115941.52003,2173385309.77256,2504294749.65086,2247573669.8872,,1322495172.72512,1304052963.0909,3016698322.08149,3549666961.87949,4363699115.81581,4545276809.36506,4380126028.64883,3398458522.32196,4915514836.40429,4891417144.52037
MNP,Northern Mariana Islands,910000000.0,1230000000.0,1560000000.0,1301000000.0,1179000000.0,866000000.0,914000000.0,1096000000.0,,,51514.0,50773.0,49959.0,49077.0,48129.0,47528.0,46979.0,46078.0,45143.0,,3.38345864661653,29.2121212121212,23.1707317073171,-19.4973343488195,-11.4474929044465,-29.0598290598291,4.96987951807229,16.6427546628408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,16208985769.615,12069051237.1711,13264640645.7768,15017358952.8452,15512759046.672,14235420174.1884,16168055475.4449,18883528581.3734,20954220983.5473,,26547572.0,27337105.0,28166393.0,29018644.0,29884380.0,30783688.0,31707800.0,32656246.0,33635160.0,,7.3930936986377,4.69699024225795,2.63820737310658,3.48493202422782,2.31781394821475,-1.21952250011192,2.37743572761507,4.36445074535436,5.43685912188634,,3.55075967356746,17.4180418197597,15.1132073899384,3.91133439990729,2.80270307928111,3.48393567493204,6.40847652975692,10.2794018093421,7.12697482131851,,3.426,3.457,3.539,3.604,3.646,3.921,4.053,3.596,3.519,3.527,3868353884.95,3128149928.7,2319071971.47682,1678061191.83106,3379329136.13929,3187942207.14962,5295396105.25416,3022175565.23802,2683506270.92075,,2581229792.39729,2046671563.87338,3361224769.14469,3105757331.8387,3889883054.9102,4075392951.36618,3780829521.56119,2938739967.66209,3637000551.83482,3512608803.67818
MRT,Mauritania,6166863896.68677,6398747592.13185,6800135898.28827,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9557966698.25369,10651709411.4594,,3965959.0,4086657.0,4210600.0,4337685.0,4467708.0,4600131.0,4734874.0,4875637.0,5022441.0,,5.37633924099251,1.26090923067225,6.27054566937677,4.77217365692621,3.14100489306969,-0.360657384151068,0.742715395138262,6.79600510182286,6.50718719858594,,3.25472688117631,1.47171045650004,2.25427651934813,3.06735996058356,2.30009262117937,2.3856948845632,3.56516484650185,9.52526628622843,4.95305034506872,,10.108,10.283,10.336,10.407,10.416,11.054,11.144,10.531,10.446,10.373,501726765.733819,271134844.997291,588217194.758539,772890480.0,-883561115.825519,927916265.774285,1070252545.01958,1401620461.82274,848351729.722353,,822269358.346095,848467104.487379,873822720.854328,934291833.830821,1028702420.51919,1493184646.02741,2038562789.40175,,,
MUS,Mauritius,12007291045.6489,12594155464.4136,13713506130.6081,14735695930.9727,14436346979.6355,11408106446.3144,11484348857.8529,12927979286.0453,14644524819.0054,,1262879.0,1263747.0,1264887.0,1265577.0,1265985.0,1266014.0,1266334.0,1262523.0,1261041.0,,3.69055690369433,3.8624682634,3.93798380632353,4.00674057198549,2.89128499346516,-14.5465381490166,3.40379866177662,8.87988519700977,6.95828740328457,,1.28654970760232,0.977675134719049,3.66699702675908,3.21605383144587,0.405655190309553,2.58080077182822,4.02852888157383,10.7737512242899,7.05298238454735,4.10263226568006,7.41,6.814,6.752,6.426,6.331,8.626,7.719,6.322,5.571,5.476,216455190.0,378764430.0,479995890.0,460511370.0,444077760.0,224668080.0,253189250.0,579773450.0,759821260.0,,4259691508.3633,4962069842.12085,5984338261.63058,6353096296.20215,7362471785.78251,7291065336.38291,8562656039.81864,7792807407.92421,7247890260.49611,7464581565.10038
MWI,Malawi,9219474379.31534,7909868618.46366,8943543793.5839,9879231591.52434,11051865579.8121,11769313597.8545,12378129750.9872,12429060150.742,12712150082.0792,,17085587.0,17557739.0,18039715.0,18528081.0,19025752.0,19533888.0,20047258.0,20568728.0,21104482.0,,2.80000000125513,2.49999999902064,4.00000000038216,4.35356471619211,5.71682519194337,0.793596429787286,4.55829212016083,0.921115069005936,1.89245798756383,,21.8673475542553,21.7111132136499,11.5433939188771,12.420178108921,9.3708360560567,8.62551469650552,9.33014410835212,20.953969729969,28.7897428247298,32.1796504225025,4.954,5.007,5.039,5.014,4.966,5.728,5.662,5.037,5.033,5.045,287746689.246669,115700000.0,90200000.0,77012306.002161,55227831.6285934,252179040.150445,129497084.50488,198726519.122695,203252807.529971,,681580478.271052,610774217.598916,768401046.225973,766154761.931253,846839844.266183,594498493.623211,,,,
MYS,Malaysia,301355266964.947,301256033870.334,319109094160.343,358788845712.53,365177721021.516,337456163961.211,373784823672.946,407605841348.235,399705169318.477,,31232798.0,31789685.0,32355644.0,32910967.0,33440596.0,33889558.0,34282399.0,34695493.0,35126298.0,,5.09153242155011,4.44978139761541,5.81272240983328,4.84308697634881,4.41318742129586,-5.45684658426701,3.31534954399166,8.86182187578046,3.55548715410509,,2.10438980238359,2.09056659525742,3.87120115774237,0.884709160571235,0.662891865764326,-1.1387021539305,2.47710241465447,3.37869862549928,2.48886560125754,1.834100204499,3.1,3.44,3.41,3.3,3.26,4.54,4.64,3.93,3.869,3.826,9857162111.82329,13470089920.807,9368469822.66146,8304480741.65267,9154921685.03934,4058769678.64231,20245157326.8024,15027992710.6145,7918601050.23636,,95282342267.7486,94481267074.1533,102446599680.702,101452531755.37,103629721168.985,107643865229.363,116915867599.997,114658812345.11,113462632023.729,112967830257.758
NAC,North America,19858182357217.1,20339807652907.4,21268509960244.1,22389071169783.0,23291130648672.5,23016676877000.2,25695929788464.2,28176204349422.0,29871321614401.4,,356506956.0,359246007.0,361730781.0,363974650.0,366012555.0,369619953.0,370353489.0,372275216.0,375077354.0,,2.76110455782432,1.75741359164776,2.50284496204726,2.9478931401449,2.53036559250459,-2.38761318437987,5.99687628753878,2.61158592059087,2.7623120819851,,0.621934248247611,1.34517137635811,1.86349706609469,2.3554044847046,1.88073954968807,0.975292014307058,4.04652602445635,7.40280048696867,3.99766999081457,,5.46118094681104,5.10423603490588,4.58063287231783,4.10818783801368,3.89170553373765,8.23062385811362,5.59214283036202,3.83340806531303,3.84181538522376,4.37576495826356,571277113850.953,508516658366.975,405892691729.5,257414178420.097,364930690588.745,166665529963.05,536044365803.76,459221847556.019,391016682120.372,,,,,,,,,,,
NAM,Namibia,11335161083.5061,10722018732.0936,12895153370.9132,13682019076.4022,12541928303.48,10583748541.5258,12402486183.6396,12567271004.6761,12351025066.9131,,2374300.0,2439213.0,2506853.0,2577327.0,2650494.0,2728762.0,2810548.0,2889662.0,2963095.0,,4.26417453763675,0.0337944502063294,-1.02724808856709,1.05993949860752,-0.839152163419357,-8.10140201443319,3.60382919248703,5.34966408559102,4.159985754998,,3.39401538410559,6.72858234593338,6.14579981111164,4.29159105337875,3.72239414422695,2.20938236933469,3.61690530108814,6.08128114112413,5.87993463284275,4.23903922877036,20.808,23.352,21.733,19.877,19.921,21.004,20.922,19.695,19.365,19.148,838879062.71593,358727049.605925,280476974.998847,234372724.533504,-176478261.583527,-150172760.720263,840286915.80155,1056043502.65038,2294376188.51043,,1688180787.14781,1833673822.03675,2432221196.06343,2149813974.088,2049134995.15919,2171055563.07623,2763919782.17433,2803462864.6202,2956284637.81427,3355524014.61227
NCL,New Caledonia,8738203074.3957,8724568954.89799,9174048681.98577,9896402283.68587,9475655324.59495,9454629467.91408,10071349663.8484,9623318718.31459,,,283168.0,283423.0,283546.0,283541.0,283606.0,284176.0,285214.0,287123.0,289870.0,,,,,3.99570728203879,-1.40000000198451,-2.40000000064407,-2.09999999762849,3.49999999631376,,,0.570508141048402,0.578317435520754,,,,,,,,,13.637,12.714,11.676,11.702,10.88,13.558,11.54,10.71,10.939,11.15,1203895440.08717,809821138.3806,488663210.0,345295370.0,723480360.0,571728130.0,793713550.0,696307350.0,687249680.0,,,,,,,,,,,
