CountryID,CountryName,GDP (current US$)_2015,GDP (current US$)_2016,GDP (current US$)_2017,GDP (current US$)_2018,GDP (current US$)_2019,GDP (current US$)_2020,GDP (current US$)_2021,GDP (current US$)_2022,GDP (current US$)_2023,GDP (current US$)_2024,"Population, total_2015","Population, total_2016","Population, total_2017","Population, total_2018","Population, total_2019","Population, total_2020","Population, total_2021","Population, total_2022","Population, total_2023","Population, total_2024",GDP growth (annual %)_2015,GDP growth (annual %)_2016,GDP growth (annual %)_2017,GDP growth (annual %)_2018,GDP growth (annual %)_2019,GDP growth (annual %)_2020,GDP growth (annual %)_2021,GDP growth (annual %)_2022,GDP growth (annual %)_2023,GDP growth (annual %)_2024,"Inflation, consumer prices (annual %)_2015","Inflation, consumer prices (annual %)_2016","Inflation, consumer prices (annual %)_2017","Inflation, consumer prices (annual %)_2018","Inflation, consumer prices (annual %)_2019","Inflation, consumer prices (annual %)_2020","Inflation, consumer prices (annual %)_2021","Inflation, consumer prices (annual %)_2022","Inflation, consumer prices (annual %)_2023","Inflation, consumer prices (annual %)_2024","Unemployment, total (% of total labor force)_2015","Unemployment, total (% of total labor force)_2016","Unemployment, total (% of total labor force)_2017","Unemployment, total (% of total labor force)_2018","Unemployment, total (% of total labor force)_2019","Unemployment, total (% of total labor force)_2020","Unemployment, total (% of total labor force)_2021","Unemployment, total (% of total labor force)_2022","Unemployment, total (% of total labor force)_2023","Unemployment, total (% of total labor force)_2024","Foreign direct investment, net inflows (BoP, current US$)_2015","Foreign direct investment, net inflows (BoP, current US$)_2016","Foreign direct investment, net inflows (BoP, current US$)_2017","Foreign direct investment, net inflows (BoP, current US$)_2018","Foreign direct investment, net inflows (BoP, current US$)_2019","Foreign direct investment, net inflows (BoP, current US$)_2020","Foreign direct investment, net inflows (BoP, current US$)_2021","Foreign direct investment, net inflows (BoP, current US$)_2022","Foreign direct investment, net inflows (BoP, current US$)_2023","Foreign direct investment, net inflows (BoP, current US$)_2024","Total reserves (includes gold, current US$)_2015","Total reserves (includes gold, current US$)_2016","Total reserves (includes gold, current US$)_2017","Total reserves (includes gold, current US$)_2018","Total reserves (includes gold, current US$)_2019","Total reserves (includes gold, current US$)_2020","Total reserves (includes gold, current US$)_2021","Total reserves (includes gold, current US$)_2022","Total reserves (includes gold, current US$)_2023","Total reserves (includes gold, current US$)_2024"
ECS,Europe & Central Asia,20583236057318.3,20511321020005.8,21765864936203.9,23306311175509.3,23031892537932.9,22286624242751.4,25523993209132.2,25662572829777.2,27554069781140.1,,908458970.5,912576858.5,916236104.5,919738352.5,922811778.0,925088545.5,925075848.0,925385334.5,924969865.0,,2.09839607424989,1.88009204756328,2.87445949040139,2.12166181771438,1.85591000081533,-5.41036796360697,6.74423282474035,3.24542492239996,1.01614432883042,,0.36804684232536,0.356684500891695,1.91558846458258,2.01321972250337,1.76373586528842,1.19998396936028,3.19017771027093,10.7805806758686,7.44687717385838,,8.57212387627213,8.0933160962511,7.49984064761938,6.89825188854958,6.64330196939745,7.10924397392522,6.90965916550803,5.85828628199525,5.58873341804014,5.36822095780443,1150471289548.98,1342166333559.2,918133171029.831,-177923218126.171,674446671934.189,108244279600.375,552095504518.32,202043090379.833,-501805697726.516,,,,,,,,,,,
ECU,Ecuador,97209558000.0,97671433000.0,104467486000.0,107478962000.0,107595829000.0,95865472000.0,107435101000.0,116586079000.0,118844826000.0,,16266225.0,16505139.0,16759519.0,17049547.0,17340021.0,17546065.0,17682454.0,17823897.0,17980083.0,,0.119692109287612,-0.687954245877947,5.97039880954841,1.044295546927,0.165403532646692,-9.24509637743429,9.818417748417,6.18613907258741,2.35521790742197,,3.96664623255358,1.72826463324533,0.417335588666825,-0.224103246005552,0.266012515466155,-0.338872392562139,0.133251386096389,3.46616972213077,2.21568764237058,1.54732515615369,3.616,4.597,3.836,3.53,3.812,6.127,4.552,3.761,3.51,4.773,1322701337.30748,764125868.122239,630816412.259199,1388991763.14022,979631496.243026,1105899900.76401,648710150.926888,882121803.529517,409452348.523188,,2487276599.56405,4215553160.05677,2169697856.6482,2158694032.4143,2939049266.08469,7136589071.47075,7912190379.51528,8459270681.86545,4441563798.69096,4703151586.07567
EGY,"Egypt, Arab Rep.",329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,396002496996.96,,99597342.0,101644589.0,103696057.0,105682094.0,107553158.0,109315124.0,110957008.0,112618250.0,114535772.0,,4.37201907790141,4.34664345555447,4.18122099994778,5.3311086189448,5.55209307156956,3.55016483786838,3.29064601202211,6.58784560886967,3.75870055176806,,10.370490343517,13.813606214829,29.5066083940039,14.4014657807422,9.15279959324804,5.04493288977539,5.21404940513043,13.8956609775178,33.8847763115546,,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344,7.334,7.198,6925200000.0,8106800000.0,7408700000.0,8141300000.0,9010100000.0,5851800000.0,5122300000.0,11399900000.0,9840600000.0,,15858887325.7756,23642691705.9678,36400242555.8255,41839242990.7097,44568837112.0669,38972812936.6708,39824388217.3615,32143926008.4607,33070180836.1374,34277830660.4659
EMU,Euro area,11828599572765.4,12124585812206.7,12839881576234.5,13867949267318.1,13587020300289.4,13266857904728.0,14917737268178.2,14452048668851.0,15780686672317.3,,343698622.0,344655545.0,345333240.0,346105839.0,346454019.0,346922366.0,347094588.0,348627172.0,349670802.0,,2.14103195958695,1.82246855893153,2.59749494753623,1.7684858432597,1.62839465246267,-6.04867335432057,6.36115556471701,3.5460434690594,0.40141849759172,,-0.0852072296963749,0.166009884375616,1.37503641525339,1.6892396580413,1.44123966942341,0.186938139702131,2.4865043812082,8.47117645590892,5.78431554960862,,10.8852194826771,10.0364611752646,9.07353382127944,8.16092484825284,7.52006174791197,7.83001752658849,7.72209813329502,6.74901273938354,6.5646094180748,6.41045223631567,819917077359.515,597960854638.916,542517566600.802,152081809732.534,433437515743.889,-30686011572.6743,484315998012.833,38282820207.8664,-347314433542.532,,701552553007.993,741790800990.739,802685567836.537,822526232328.578,914226843967.921,1077848983437.96,1196161663459.27,1184841571677.44,1266772714159.61,545134388932.313
ERI,Eritrea,,,,,,,,,,,3105546.0,3124698.0,3150347.0,3192760.0,3240194.0,3291271.0,3350183.0,3409447.0,3470390.0,,,,,,,,,,,,,,,,,,,,,,5.541,5.554,5.577,5.511,5.552,6.088,6.177,5.695,5.586,5.553,49323000.0,52305000.0,55468000.0,61015000.0,-60671910.0,-30349590.0,-31228190.0,-32045670.0,2070380.0,,145070693.229695,145371150.939987,143412422.685212,163033689.39269,191694416.403147,,,,,
ESP,Spain,1206164777553.12,1243015667917.12,1321754088818.83,1431642809327.06,1403496387686.27,1289783836971.21,1461244901852.69,1446498147749.03,1620090734956.89,,46444832.0,46484062.0,46593236.0,46797754.0,47134837.0,47365655.0,47415794.0,47759127.0,48347910.0,,4.06086669718569,2.91515602808174,2.8960420808163,2.39541120364247,1.9611785315135,-10.9400706591866,6.6831441850028,6.17931222572963,2.67566349258229,,-0.500365709903242,-0.202598000426452,1.95607633363963,1.6749813686379,0.699518994458739,-0.322753017299739,3.0931351197642,8.39057634118627,3.53236133492433,2.77417826534772,22.057,19.635,17.224,15.255,14.104,15.532,14.781,12.917,12.179,11.394,23777330434.0906,44962670965.5697,33577736758.6065,63958429156.7585,30322872791.4496,37683095972.4206,64626902393.5776,65488854829.248,42953066297.9842,,53973842235.8777,63039926528.9472,69400198866.0331,70633189427.7056,74731427284.14,81287702460.7527,92201269194.64,92905070059.7299,103088770527.743,84153911868.875
EST,Estonia,23311847750.9394,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37204563051.4723,38376046174.971,41291245222.1948,,1315407.0,1315790.0,1317384.0,1321977.0,1326898.0,1329522.0,1330932.0,1348840.0,1370286.0,,1.83815704837467,3.09301583441155,5.63467432229395,3.69969444001093,3.72665318178397,-2.88381004140328,7.15444748334397,0.0604278323325786,-3.02303584066192,,-0.49232600654737,0.148684907627373,3.41723549488054,3.43632688420446,2.27725931243522,-0.44453109767983,4.65316673847473,19.3982634080616,9.15922507983982,3.52056053296586,6.412,6.882,5.807,5.412,4.514,6.956,6.178,5.571,6.378,7.828,-715465129.889722,925762256.709316,1735775304.25103,1273932848.01576,3113489502.24595,3823194189.12658,7554905496.43776,1877817161.42292,5350805151.56147,,414798362.438981,352140743.414626,345036507.941262,755005588.304243,1426439025.48627,1996892748.8784,2371477144.82894,2216592399.41163,2593038273.75936,2053834340.31103
ETH,Ethiopia,64589328550.5953,74296745207.8721,81770886825.6048,84269196625.8784,95912607722.3032,107657734392.446,111261882958.426,126772703047.701,163697927593.982,,103867135.0,106718162.0,109666481.0,112664152.0,115737383.0,118917671.0,122138588.0,125384287.0,128691692.0,,10.3924630202334,9.43348265784402,9.56418964295607,6.81614779681703,8.3640856990789,6.05953088643369,5.64153071734657,5.32117628383672,6.49813464238613,,9.56889955968623,6.62813337230924,10.6871150284238,13.8330356586661,15.8096321719344,20.3563468559061,26.8395221557722,33.8898797100898,30.2188278135278,,2.443,2.554,2.662,2.802,2.917,3.994,3.935,3.409,3.402,3.398,2626517918.313,4142937496.46329,4017159564.65434,3360419368.65295,2548743427.35754,2395799880.65984,4259445795.28263,3669991332.17486,3262966283.51939,,3835287576.46954,3030943950.63996,3045571314.79781,3987464165.90059,2992704274.84051,3046114358.80765,1644005887.02273,1191712941.06266,2028214254.61106,3784387425.19121
EUU,European Union,13655089869785.3,13990270946691.6,14870065692850.4,16091487781135.5,15808398315797.0,15504700009593.0,17496551469916.3,16995332000257.8,18590720056635.3,,444550397.0,445487171.0,446177810.0,446953938.0,447303223.0,447653554.0,446564156.0,447847220.0,448804042.0,,2.37090122777145,1.94393883094708,2.79546583424749,2.04997185930722,1.87572158216223,-5.5769210845598,6.35777133410902,3.49770328667265,0.427838269445104,,-0.0616446800641672,0.18333486112386,1.42910743319306,1.7386086198818,1.63052260754344,0.476498852725066,2.55450699642041,8.83369886749452,6.29942487419125,,10.0201862137305,9.10968305462766,8.1361540581006,7.25621058383303,6.68649109760781,7.04821860006322,7.01183843029148,6.14302856971608,6.02944529696582,5.91623201139336,850126946081.55,727339882449.95,589818232199.613,132869416184.671,583134288230.833,192039746123.776,657289363060.817,188421418941.344,-341646931107.687,,,,,,,,,,,
FCS,Fragile and conflict affected situations,1616325901440.2,1489694054525.15,1588837232239.02,1734689832167.02,1842632114099.19,1675406927630.4,1786326958459.63,1964841634349.73,1937937125126.32,,892657785.0,912614026.0,933013886.0,953648681.0,974824119.0,996691242.0,1018693078.0,1038158122.0,1058789534.0,,0.820425464094683,2.16692168698098,2.56393744190152,2.71534678746868,2.29365950094255,-5.0605234152318,2.47690857607017,1.09873916341439,1.81242145006533,,2.676235314199,3.19056179723773,4.18072331871267,2.96760366004456,2.45280214062732,2.8981937602627,4.25936417542868,9.39383877456591,5.88585897042164,,5.47064138133532,5.61701548557091,5.83065194153996,5.82973963441827,5.87910736649221,6.65180755643263,6.77761944075494,5.60917621194441,5.20087833966654,5.02124845086415,22071257736.73,20989977394.5511,24535964643.8544,22641826568.1883,18376165184.2158,13389258987.0278,28608523823.6233,17684657345.6755,18970363108.298,,,,,,,,,,,
FIN,Finland,233210733506.25,238777818792.608,253846138440.0,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280241515774.32,295532341254.907,,5479531.0,5495303.0,5508214.0,5515525.0,5521606.0,5529543.0,5541017.0,5556106.0,5583911.0,,0.46650351789539,2.57193423155972,3.30337016113322,1.19297772988504,1.34973843826123,-2.49103620977239,2.73471348589543,1.4500480727209,-1.16396281522198,,-0.207928839905268,0.356684500891695,0.754015047084346,1.08382098409305,1.02409392963431,0.290554555653239,2.19457432340007,7.12350773301402,6.25064322154763,1.56568906231616,9.376,8.818,8.64,7.361,6.695,7.759,7.617,6.719,7.151,8.26,17579437753.2438,5228087258.97727,16909619226.7668,-10529085853.8372,16280099519.3449,-2535610877.45159,23579233204.9063,13079164235.1596,-341091562.354509,,10016275637.3125,10465361380.0017,10506846391.9314,10309164187.4718,11426621292.5879,13479975777.3892,16744106303.3566,16036363939.0545,16928837296.6915,14321732953.4528
FJI,Fiji,4682479912.05203,4930213634.35692,5353469171.0611,5581425324.91185,5444407214.31758,4432466237.09588,4305031630.81808,4969503560.7735,5442046565.04719,,918578.0,919166.0,918759.0,917180.0,914899.0,914963.0,916711.0,919422.0,924145.0,,4.50119938335874,2.44565200769968,5.35336493706966,3.81235097047221,-0.581946371012094,-17.0386675274098,-4.88103605578388,19.7927266933385,7.52429088237292,,1.37488542621438,3.86322538221269,3.3475783475784,4.08147637644526,1.77310182460282,-2.5952432588738,0.155855722131516,4.52019266394958,2.14817440623896,,4.291,4.319,4.324,4.335,4.373,4.649,4.701,4.446,4.322,4.307,205373209.116505,391619655.400882,387602565.305446,468861002.876235,322282826.115833,239380737.903611,409894560.465739,103581591.564163,91017170.0,,918959350.368621,908823039.760341,1116363704.4475,947653331.857671,1043304264.01736,1081812964.94674,1517816546.24939,1556777405.71406,1548302837.62548,1596997610.18293
FRA,France,2442483452642.5,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2796302210398.84,3051831611384.76,,66548272.0,66724104.0,66918020.0,67158348.0,67382061.0,67601110.0,67842811.0,68065015.0,68287487.0,,1.06675473488909,0.860031082016107,2.08361485062076,1.64590872932709,2.02744647639635,-7.44064593044142,6.88233786590355,2.57084047443969,0.936487502671483,,0.0375143805125182,0.18333486112386,1.03228275064662,1.85081508315502,1.10825492288294,0.476498852725066,1.64233141038385,5.22236748369735,4.87835726508441,1.99904942291463,10.354,10.057,9.409,9.018,8.415,8.009,7.874,7.308,7.335,7.37,43133325471.3567,35623357280.0881,43733253503.8812,77493098693.2378,53499337503.7413,19368829836.4654,98012545019.1631,109574904464.643,8803377981.64788,,138198984338.294,145866068770.183,156322431109.247,166483400196.79,189006435295.488,224236417867.711,244280333397.895,242415618842.022,240792007784.254,78428799613.8249
FRO,Faroe Islands,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3271813311.5831,3664686796.62669,3566698397.6602,3907323961.33964,,48901.0,49464.0,50182.0,50998.0,51795.0,52571.0,53315.0,53952.0,54482.0,,0.958001934486234,1.38644795938293,3.51201367488443,2.76370952267429,4.53851028676189,-1.63732118017028,5.50438017256558,3.55602380418398,2.4890581166362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,"Micronesia, Fed. Sts.",316489900.0,325000000.0,359000000.0,392000000.0,394000000.0,372000000.0,390000000.0,430000000.0,460000000.0,,108716.0,109075.0,109481.0,109909.0,110282.0,110916.0,111624.0,112114.0,112630.0,,4.62188400404939,0.484101802387045,0.823045267489704,0.0,4.08163265306123,-1.9607843137255,2.8,-0.778210116731515,0.784313725490193,,-0.2981158373807,-1.03746806405349,0.58225373525489,1.49840023593737,1.92385170787923,0.554594630853174,3.19128406597466,5.40874375479067,,,,,,,,,,,,,,,,,,,,,,,135114898.29569,156984836.357184,203718873.504125,203528219.216567,397158244.634291,451912609.039125,497434120.418255,,,
GAB,Gabon,14383107762.6952,14023890265.3665,14929487485.1623,16867326401.9626,16874405465.391,15342236163.9864,19444935097.2395,20440655695.1804,19388402541.6698,,2040989.0,2100306.0,2156900.0,2212318.0,2267706.0,2322539.0,2376722.0,2430747.0,2484789.0,,3.8788993950789,2.09144220829562,0.472642030911146,0.83791658082157,3.92080879452831,-1.8377610635094,1.46795731508091,3.03761449502689,2.44588083119469,,-0.338795188753406,2.10670712784054,2.65192583143902,4.74906652083221,2.46456756151187,1.35276110675333,1.0869074651941,4.23124798274579,3.62901534185376,1.17311998381218,19.978,20.134,20.303,20.439,20.358,21.27,21.218,20.399,20.278,20.061,41707702.3264655,1243660160.0,1314029330.0,1379070820.0,1553136880.0,1716511510.0,1529221080.0,1104592040.0,1150733280.0,,1863120980.87031,789346604.519222,965054219.212037,1321051088.57443,1371973832.67956,1386494674.6587,1304391855.46928,1415483890.94363,1447408422.70298,
GBR,United Kingdom,2927911140916.73,2689106566899.61,2680148052335.3,2871340347581.79,2851407164907.81,2696778386607.65,3143323050707.26,3114042471144.39,3380854520809.54,,65116219.0,65611593.0,66058859.0,66460344.0,66836327.0,67081234.0,67026292.0,67791000.0,68350000.0,,2.22288844908437,1.92171007763831,2.65650489309972,1.40519026609273,1.62447515947532,-10.2969188737567,8.5759509048565,4.83908514714403,0.339966158003463,,0.36804684232536,1.0084173681141,2.55775577557747,2.29283990345938,1.73810460086513,0.989486703772491,2.51837109614213,7.92204883147902,6.79396706793963,3.2715729463592,5.517,4.867,4.452,4.12,3.613,4.472,4.826,3.73,3.984,4.111,45333483122.0899,324813224213.021,125358809934.121,-25055440306.9073,19790761929.1276,157185559299.99,5055966700.84887,44897919400.6377,-89474261725.1577,,148109299505.898,134931850848.279,150857673778.943,172657749536.315,173569199262.767,180054101389.553,194181397315.03,176409966646.608,177915356242.234,148569354566.836
GEO,Georgia,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30777833585.4441,,3725276.0,3727505.0,3728004.0,3726549.0,3720161.0,3722716.0,3708610.0,3712502.0,3715483.0,,3.35102350265353,3.45021517996871,5.15990261658827,6.062036412677,5.38071926589951,-6.2904717853839,10.6442336580969,10.9585321385624,7.8322012152783,,4.00357820695097,2.13492713939121,6.03531725272117,2.6152447139767,4.85289821696723,5.2024648897534,9.56691433824769,11.8981654203198,2.48776056578715,1.10971758022096,16.506,16.604,13.939,12.667,11.565,11.73,11.791,11.647,11.537,11.48,1735307118.63,1659824033.37,1930381394.76,1304024907.7,1397879177.29,544109653.92,1271256433.53,2286908991.66,2085707951.1,,2520721328.46961,2756383662.9152,3038762324.25157,3289463516.7195,3505823162.30974,3913274194.81288,4270945063.01792,4886343005.58234,5002255638.46392,3848485591.62079
GHA,Ghana,49406010054.2663,56164929304.8754,60405924078.7278,67298914624.3723,68337969247.7067,70043099675.68,79524421861.2743,74263364041.8742,76370396722.154,,28696068.0,29356742.0,30008354.0,30637585.0,31258945.0,31887809.0,32518665.0,33149152.0,33787914.0,,2.12075933817334,3.37346574966936,8.12889488100956,6.20007768127284,6.5077747939152,0.513941670628171,5.07646643533542,3.81750462109567,2.94478583082221,,17.1499695007878,17.4546347070868,12.3719215507048,7.80876516610703,7.14364003330857,9.88728956269944,9.9710886750444,31.2558951049016,38.1069656296501,22.8483281157842,6.806,5.232,3.369,3.253,3.16,3.313,3.384,3.084,3.063,3.007,3192320530.7897,3485333369.27964,3254990000.0,2989035000.0,3879831469.7,1875782953.46906,2533586462.03873,1428411737.133,1319315614.67989,,5742645886.29529,5866729596.16504,7015187159.64987,6294851564.02725,7563210340.92838,7884091538.70727,9916916899.67781,5205457212.278,3623904994.58702,
GIB,Gibraltar,,,,,,,,,,,33193.0,33658.0,34245.0,34854.0,35494.0,36173.0,36858.0,37609.0,38471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,Guinea,8794201742.84609,8595955222.49719,10324668271.1362,11857030366.7891,13442861496.4454,14088693742.9464,17069115737.8259,19910452541.9219,22199409741.2578,,11767070.0,12073030.0,12385659.0,12704774.0,13034346.0,13371183.0,13710513.0,14055137.0,14405468.0,,3.82591056949435,10.82062719659,10.3000053427355,6.35849192736715,5.61691446889876,4.70459096113575,5.5823328114905,3.97240784200721,6.74493444630886,,11.7800825029834,8.17268112275132,8.91435947913097,9.82761701259191,9.47001039253012,10.6016203387167,12.5972882566934,10.4930409984424,7.80497591927973,8.12313914948596,5.224,5.013,4.826,4.787,5.018,6.018,5.827,5.267,5.244,5.23,53272458.4212994,1618447260.26485,577590000.0,352760000.0,44400000.0,176350000.0,197610000.0,658300000.0,1307980000.0,,654264223.613139,840496671.437211,980319295.402434,1242328572.91057,1379136556.90392,1499116032.51595,2183067127.24737,2109566460.25546,1887171051.40105,
GMB,"Gambia, The",1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.14596,2204734527.88096,2396111021.64149,,2224529.0,2283769.0,2342189.0,2399632.0,2456844.0,2515733.0,2576010.0,2636470.0,2697845.0,,4.0580738039996,1.94335965478776,4.8226112492757,7.23489033258579,6.22205315994859,0.591487287873974,5.25596878816744,5.49299823010114,4.79750895186164,,6.8084549457961,7.22879272057922,8.03418974545911,6.52096823946573,7.11567625631192,5.93127636562441,7.37034758876618,11.5131198380505,16.9742129632327,,7.26,6.285,5.157,4.127,4.538,5.892,6.269,6.076,6.479,6.496,71976051.7034138,69830172.212844,64338516.0351372,81805006.5959045,71083305.8667937,189576190.794227,251822628.807366,231488000.0,208372222.211356,,111040203.229818,87635582.4178872,169969976.48625,191773260.9803,256957421.665427,387046403.563775,652670952.247777,568244498.422456,577028229.488264,
GNB,Guinea-Bissau,1152384166.79638,1245074264.10396,1469978606.12143,1554133593.91699,1588638853.59328,1646400349.84867,1853796455.89489,1796608530.82267,2048348108.35852,,1786457.0,1831893.0,1877072.0,1922168.0,1967696.0,2013255.0,2058841.0,2105529.0,2153339.0,,6.1340893623123,5.30659633085426,4.78899161900992,3.76145359637003,5.55045564999175,1.49527443726818,6.18267668294831,4.60583180729681,5.19926829741253,,1.47672048910494,1.50312055861088,1.69111461822289,0.381324702791081,0.24660026814783,1.14000939393213,2.24248879577659,9.39383877456591,,,3.157,3.123,3.066,3.127,2.413,2.89,3.031,2.666,2.65,2.622,18575499.4478127,23998591.3709028,15691197.9520896,20563818.2174004,71658680.3379902,20989721.6146962,18529723.3545946,21658003.8438931,23799690.0,,,,,,,,,,,
GNQ,Equatorial Guinea,13185496881.0174,11240808847.8878,12200913878.9827,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13687643435.6249,12337550583.754,,1453923.0,1508186.0,1562396.0,1616422.0,1670177.0,1716468.0,1758786.0,1803545.0,1847549.0,,-9.11004114881537,-8.81641723219757,-5.66750850486686,-6.23654406734575,-5.48182537893445,-4.79108083383294,0.860269956382069,3.22350831658598,-5.08930872071532,,1.67663085315988,1.41193915479015,0.74435474661241,1.06007410662171,1.53027528964189,4.76669523944228,-0.0971007664640198,4.78671704710803,,,7.95,7.962,8.004,7.967,8.064,8.781,8.976,8.455,8.367,7.823,1187699010.0,1755302290.0,384833210.0,-144465770.0,821413130.0,-9072490.0,561595620.0,1388191640.0,141780890.0,,1205154515.65311,62307444.1358487,45502925.1067975,48929813.6121629,40816834.5967151,60833004.0225614,44271185.5880532,1457611930.34543,1538461553.77119,
GRC,Greece,194567373678.099,193097239005.87,200381103984.298,213298873494.394,207305649887.019,191362985554.861,218303801895.326,218880566444.349,243498333237.802,,10820883.0,10775971.0,10754679.0,10732882.0,10721582.0,10698599.0,10569207.0,10436882.0,10405588.0,,-0.228301959026894,-0.0317952126675323,1.47312498503697,2.06467253338354,2.27718063644569,-9.19623147082588,8.65449785311438,5.74364918958959,2.3321238825698,,-1.73588804765284,-0.825653978390973,1.12125452031419,0.62562141345364,0.253007522038157,-1.24798355581405,1.22382501019854,9.64525981280632,3.46480128513405,2.74149045788606,24.981,23.514,21.413,19.179,17.045,15.899,14.656,12.426,11.066,10.133,1268938505.86333,2698544612.16074,3439131879.75517,4025447788.57703,4999635989.53693,3303648833.22836,6132475888.3553,7947989003.13405,4722066764.49034,,6027606781.10376,6851247713.21209,7803722132.38225,7578500698.89502,8507452886.82209,11931180004.6485,14447242598.1807,12061425398.4158,13608310628.7708,5609616295.00046
GRD,Grenada,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122800000.0,1224577777.77778,1316733333.33333,,114676.0,115130.0,115438.0,115691.0,115981.0,116341.0,116688.0,116913.0,117081.0,,6.44522314693144,3.7396039558691,4.43867566948151,4.36144039364797,0.676511738873756,-13.7566222572107,4.68747816934534,7.32074061551874,3.56612861773655,,-0.515448031435329,1.65038994431573,0.908458255874249,0.804102313277033,0.598149764736022,-0.740732597045498,1.21951193916838,2.5805392590792,2.69612269814564,,,,,,,,,,,,154268835.19,109416203.750801,153278369.778148,185990696.386519,208615795.555556,141277504.814815,152223567.037037,162962004.814815,220002714.444444,,197973503.320903,207689282.825893,199125887.285472,233815853.807382,236325345.085472,293320432.166449,348259248.620045,371767322.523093,404129916.314621,423263143.568031
GRL,Greenland,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3082884653.2456,3235809504.29871,,,,56114.0,56186.0,56172.0,56023.0,56225.0,56367.0,56653.0,56661.0,56865.0,,-2.52931802394475,4.68195410972302,0.0527281828800312,0.62306542854094,2.83217756798683,0.187608793759281,1.29021048770599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,Guatemala,62186064718.7424,66053403469.0024,71653754066.2763,73328365862.4329,77172317258.6478,77719464220.73,86478835636.3813,95630524813.106,104450210572.012,,15971743.0,16268760.0,16567357.0,16845685.0,17103803.0,17357325.0,17598650.0,17847877.0,18124838.0,,4.09217081621244,2.67780255532826,3.07985149125689,3.40687339997949,4.0178979343828,-1.78555194467604,8.03326771516488,4.20015588892568,3.52679214166824,,2.38872032839551,4.44844199942827,4.42453655182538,3.75186186704516,3.69998398008598,3.21444062197352,4.26105127422813,6.88512823344287,6.20657592272126,2.86919482222022,2.506,2.583,2.462,2.283,2.193,2.955,2.174,3.051,2.344,2.219,1203355080.0,845786560.0,998344470.0,922397870.0,1170758860.0,1004371660.0,3626364530.0,1450072830.0,1583156540.0,,7745916506.07283,9152627961.3824,11765104230.8297,12583121641.7733,14784046764.6684,18463562201.5352,20934881434.6135,20414938168.4224,21311089849.3863,23834241451.7846
GUM,Guam,5799000000.0,5901000000.0,6013000000.0,6051000000.0,6355000000.0,5916000000.0,6234000000.0,6910000000.0,,,164905.0,164233.0,163490.0,162679.0,161808.0,162158.0,163730.0,165180.0,166506.0,,0.825688073394488,0.18198362147406,0.890099909173486,-0.828231904933389,2.52360203340596,-10.5188595714539,2.0581832574708,5.09986426216793,,,,,,,,,,,,,6.9,5.4,5.418,5.449,5.401,6.248,5.991,5.454,5.363,5.586,,,,,,,,,,,,,,,,,,,,
GUY,Guyana,4279840193.7046,4482697336.56174,4748174334.14044,4787636997.85343,5173760191.84652,5471256594.72422,8041363893.04556,14718387016.7866,17159509565.4676,,758781.0,763548.0,768479.0,791556.0,807665.0,807481.0,815482.0,821637.0,826353.0,,0.687404590619494,3.80745626378814,3.73449154571284,4.44091288475967,5.35284003535665,43.479651716849,20.0600280629427,63.3345871591983,33.8026170921817,,-1.00173432776374,0.836008061506207,1.90465615515584,1.28284288443528,2.08723089162013,0.99333702283873,5.03285574626702,6.11505550109935,2.82110335099641,2.90395226446373,13.004,13.257,13.462,13.627,13.172,15.334,14.557,12.013,12.025,10.165,137700000.0,58000000.0,212241105.393472,1231760000.0,2690327775.794,1283062521.17088,2236503735.22896,-2996952015.17,-1135036125.52568,,531887027.917001,580981472.737257,565363504.401139,518509369.454311,573446281.433525,680634183.680422,790784502.119024,917877051.389658,895275181.194153,1009769894.14923
